1.918432	12.732448	up1
13.794436	21.274036	up2
22.107640	31.699798	up3
32.156567	42.936325	up4
43.575803	51.706298	up5
53.681826	62.280510	up6
67.384909	78.016217	down1
78.792725	89.846545	down2
91.856330	103.229889	down3
104.052074	115.288601	down4
116.156463	126.570806	down5
127.621376	137.259210	down6
144.521844	147.216784	fast_up
147.764907	153.017755	fast down
153.520202	159.960651	fast_down_up
